Время[c], Напряжение[В]
4.7957,2.5293
4.7963,2.5293
4.7968,2.5293
4.7973,2.5244
4.7979,2.5146
4.7984,2.5244
4.7989,2.5244
4.7995,2.5244
4.8000,2.5244
4.8006,2.5244
4.8011,2.5244
4.8016,2.5244
4.8022,2.5244
4.8027,2.5244
4.8033,2.5244
4.8038,2.5244
4.8043,2.5195
4.8049,2.5293
4.8054,2.5244
4.8059,2.5244
4.8065,2.5195
4.8070,2.5146
4.8076,2.5195
4.8081,2.5293
4.8086,2.5244
4.8092,2.5195
4.8097,2.5244
4.8102,2.5195
4.8108,2.5146
4.8113,2.5244
4.8119,2.5146
4.8124,2.5146
4.8129,2.5195
4.8135,2.5293
4.8140,2.5195
4.8145,2.5244
4.8151,2.5244
4.8156,2.5244
4.8162,2.5244
4.8167,2.5293
4.8172,2.5244
4.8178,2.5244
4.8183,2.5244
4.8188,2.5244
4.8194,2.5244
4.8199,2.5244
4.8204,2.5293
4.8210,2.5244
4.8215,2.5195
4.8221,2.5244
4.8227,2.5244
4.8232,2.5244
4.8237,2.5293
4.8243,2.5195
4.8248,2.5195
4.8254,2.5244
4.8259,2.5146
4.8264,2.5244
4.8270,2.5244
4.8275,2.5195
4.8280,2.5244
4.8286,2.5244
4.8291,2.5244
4.8297,2.5195
4.8302,2.5244
4.8307,2.5195
4.8313,2.5195
4.8318,2.5293
4.8323,2.5146
4.8329,2.5146
4.8334,2.5293
4.8340,2.5195
4.8345,2.5195
4.8350,2.5244
4.8356,2.5244
4.8361,2.5293
4.8367,2.5244
4.8373,2.5146
4.8380,2.5244
4.8385,2.5195
4.8391,2.5293
4.8396,2.5195
4.8401,2.5146
4.8407,2.5244
4.8412,2.5244
4.8418,2.5293
4.8423,2.5244
4.8429,2.5244
4.8434,2.5244
4.8439,2.5293
4.8445,2.5293
4.8450,2.5244
4.8455,2.5244
4.8461,2.5244
4.8466,2.5293
4.8472,2.5244
4.8477,2.5293
4.8483,2.5195
4.8488,2.5244
4.8493,2.5244
4.8499,2.5244
4.8504,2.5195
4.8509,2.5195
4.8515,2.5195
4.8520,2.5244
4.8526,2.5195
4.8531,2.5244
4.8536,2.5244
4.8542,2.5244
4.8547,2.5293
4.8553,2.5244
4.8558,2.5244
4.8564,2.5293
4.8569,2.5195
4.8575,2.5244
4.8580,2.5244
4.8585,2.5195
4.8591,2.5244
4.8596,2.5293
4.8602,2.5244
4.8607,2.5195
4.8612,2.5293
4.8618,2.5195
4.8623,2.5195
4.8629,2.5293
4.8634,2.5244
4.8639,2.5195
4.8645,2.5293
4.8650,2.5293
4.8656,2.5244
4.8661,2.5244
4.8666,2.5244
4.8672,2.5244
4.8677,2.5293
4.8682,2.5195
4.8688,2.5195
4.8693,2.5195
4.8699,2.5195
4.8704,2.5244
4.8709,2.5195
4.8715,2.5195
4.8720,2.5244
4.8725,2.5244
4.8731,2.5244
4.8736,2.5244
4.8742,2.5244
4.8747,2.5244
4.8753,2.5244
4.8758,2.5293
4.8763,2.5244
4.8769,2.5293
4.8774,2.5244
4.8780,2.5244
4.8785,2.5293
4.8790,2.5293
4.8796,2.5244
4.8801,2.5195
4.8807,2.5244
4.8812,2.5244
4.8817,2.5195
4.8823,2.5195
4.8828,2.5244
4.8834,2.5244
4.8851,2.5293
4.8856,2.5244
4.8861,2.5244
4.8867,2.5244
4.8872,2.5244
4.8878,2.5244
4.8883,2.5146
4.8888,2.5244
4.8894,2.5244
4.8899,2.5293
4.8904,2.5293
4.8910,2.5244
4.8915,2.5244
4.8921,2.5244
4.8926,2.5244
4.8932,2.5244
4.8937,2.5293
4.8943,2.5195
4.8948,2.5244
4.8953,2.5244
4.8959,2.5244
4.8964,2.5244
4.8970,2.5244
4.8975,2.5195
4.8980,2.5244
4.8986,2.5244
4.8991,2.5244
4.8996,2.5244
4.9002,2.5244
4.9007,2.5244
4.9013,2.5244
4.9018,2.5195
4.9023,2.5195
4.9029,2.5244
4.9034,2.5244
4.9039,2.5244
4.9045,2.5244
4.9051,2.5146
4.9056,2.5195
4.9062,2.5195
4.9067,2.5244
4.9072,2.5244
4.9078,2.5195
4.9083,2.5244
4.9089,2.5293
4.9094,2.5244
4.9099,2.5244
4.9105,2.5293
4.9110,2.5195
4.9115,2.5244
4.9121,2.5244
4.9126,2.5244
4.9132,2.5195
4.9137,2.5293
4.9142,2.5195
4.9148,2.5293
4.9153,2.5244
4.9159,2.5146
4.9164,2.5244
4.9169,2.5244
4.9175,2.5244
4.9180,2.5146
4.9186,2.5146
4.9193,2.5244
4.9198,2.5244
4.9204,2.5293
4.9211,2.5293
4.9217,2.5244
4.9223,2.5146
4.9229,2.5244
4.9235,2.5244
4.9241,2.5293
4.9246,2.5244
4.9252,2.5244
4.9257,2.5195
4.9263,2.5244
4.9269,2.5244
4.9274,2.5195
4.9280,2.5195
4.9285,2.5146
4.9291,2.5244
4.9296,2.5244
4.9301,2.5244
4.9307,2.5146
4.9312,2.5244
4.9318,2.5244
4.9323,2.5244
4.9328,2.5195
4.9334,2.5244
4.9339,2.5195
4.9345,2.5195
4.9350,2.5244
4.9365,2.5244
4.9370,2.5293
4.9376,2.5244
4.9382,2.5244
4.9387,2.5146
4.9393,2.5293
4.9399,2.5244
4.9405,2.5146
4.9410,2.5146
4.9415,2.5244
4.9421,2.5244
4.9427,2.5244
4.9433,2.5195
4.9438,2.5293
4.9444,2.5244
4.9451,2.5244
4.9457,2.5244
4.9462,2.5146
4.9468,2.5293
4.9474,2.5244
4.9480,2.5195
4.9486,2.5195
4.9492,2.5244
4.9498,2.5195
4.9503,2.5195
4.9509,2.5244
4.9514,2.5195
4.9519,2.5244
4.9525,2.5195
4.9530,2.5244
4.9536,2.5146
4.9541,2.5244
4.9546,2.5244
4.9552,2.5244
4.9557,2.5293
4.9563,2.5293
4.9568,2.5244
4.9573,2.5244
4.9579,2.5195
4.9584,2.5244
4.9589,2.5195
4.9595,2.5244
4.9600,2.5244
4.9605,2.5244
4.9611,2.5244
4.9616,2.5195
4.9621,2.5195
4.9627,2.5244
4.9632,2.5146
4.9638,2.5146
4.9643,2.5244
4.9649,2.5244
4.9655,2.5195
4.9660,2.5146
4.9666,2.5195
4.9671,2.5293
4.9677,2.5244
4.9682,2.5146
4.9688,2.5244
4.9693,2.5244
4.9699,2.5195
4.9704,2.5244
4.9709,2.5195
4.9715,2.5293
4.9720,2.5244
4.9725,2.5244
4.9731,2.5244
4.9736,2.5195
4.9741,2.5293
4.9747,2.5146
4.9752,2.5244
4.9757,2.5244
4.9763,2.5244
4.9768,2.5244
4.9773,2.5244
4.9779,2.5244
4.9784,2.5293
4.9789,2.5293
4.9795,2.5244
4.9800,2.5244
4.9805,2.5244
4.9811,2.5195
4.9816,2.5195
4.9821,2.5195
4.9827,2.5244
4.9832,2.5244
4.9837,2.5244
4.9843,2.5244
4.9848,2.5244
4.9853,2.5244
4.9858,2.5195
4.9864,2.5244
4.9869,2.5195
4.9874,2.5244
4.9880,2.5146
4.9885,2.5244
4.9890,2.5244
4.9896,2.5244
4.9901,2.5244
4.9906,2.5244
4.9912,2.5244
4.9917,2.5195
4.9922,2.5244
4.9928,2.5244
4.9933,2.5244
4.9938,2.5244
4.9944,2.5195
4.9949,2.5244
4.9954,2.5195
4.9960,2.5195
4.9965,2.5195
4.9970,2.5244
4.9976,2.5293
4.9981,2.5244
4.9986,2.5244
4.9992,2.5146
4.9997,2.5244
5.0002,2.5244
5.0008,2.5244
5.0013,2.5244
5.0018,2.5195
5.0024,2.5293
5.0029,2.5195
5.0034,2.5244
5.0040,2.5244
5.0045,2.5244
5.0050,2.5293
5.0056,2.5244
5.0061,2.5244
5.0066,2.5244
5.0072,2.5244
5.0077,2.5244
5.0082,2.5195
5.0087,2.5244
5.0093,2.5244
5.0098,2.5244
5.0103,2.5244
5.0109,2.5244
5.0114,2.5293
5.0119,2.5293
5.0125,2.5244
5.0130,2.5244
5.0135,2.5195
5.0141,2.5244
5.0146,2.5244
5.0151,2.5244
5.0157,2.5244
5.0162,2.5195
5.0168,2.5146
5.0173,2.5195
5.0178,2.5195
5.0184,2.5195
5.0189,2.5244
5.0194,2.5195
5.0200,2.5244
5.0205,2.5244
5.0210,2.5244
5.0216,2.5195
5.0221,2.5146
5.0226,2.5146
5.0232,2.5244
5.0237,2.5195
5.0242,2.5244
5.0248,2.5195
5.0253,2.5293
5.0258,2.5244
5.0264,2.5244
5.0269,2.5146
5.0274,2.5244
5.0280,2.5293
5.0285,2.5244
5.0290,2.5244
5.0296,2.5244
5.0301,2.5195
5.0306,2.5244
5.0312,2.5195
5.0317,2.5244
5.0322,2.5244
5.0328,2.5244
5.0333,2.5244
5.0339,2.5244
5.0344,2.5244
5.0349,2.5293
5.0355,2.5244
5.0360,2.5244
5.0365,2.5195
5.0371,2.5195
5.0376,2.5244
5.0381,2.5244
5.0387,2.5244
5.0392,2.5293
5.0397,2.5244
5.0403,2.5244
5.0408,2.5146
5.0413,2.5244
5.0419,2.5146
5.0424,2.5195
5.0429,2.5244
5.0435,2.5244
5.0440,2.5244
5.0445,2.5244
5.0451,2.5195
5.0456,2.5146
5.0461,2.5195
5.0467,2.5244
5.0472,2.5195
5.0477,2.5293
5.0483,2.5244
5.0489,2.5244
5.0494,2.5293
5.0500,2.5244
5.0505,2.5244
5.0511,2.5146
5.0516,2.5244
5.0522,2.5195
5.0527,2.5244
5.0532,2.5244
5.0538,2.5244
5.0543,2.5244
5.0549,2.5244
5.0554,2.5244
5.0559,2.5244
5.0565,2.5195
5.0570,2.5244
5.0576,2.5293
5.0581,2.5195
5.0587,2.5293
5.0592,2.5244
5.0597,2.5146
5.0603,2.5244
5.0608,2.5244
5.0614,2.5195
5.0619,2.5244
5.0625,2.5195
5.0630,2.5244
5.0635,2.5293
5.0641,2.5195
5.0646,2.5244
5.0652,2.5244
5.0657,2.5195
5.0663,2.5244
5.0668,2.5146
5.0674,2.5244
5.0679,2.5293
5.0685,2.5195
5.0690,2.5244
5.0695,2.5244
5.0701,2.5244
5.0706,2.5244
5.0712,2.5244
5.0717,2.5146
5.0723,2.5244
5.0728,2.5244
5.0733,2.5244
5.0739,2.5244
5.0744,2.5195
5.0750,2.5244
5.0755,2.5195
5.0761,2.5244
5.0766,2.5195
5.0771,2.5244
5.0777,2.5244
5.0782,2.5146
5.0788,2.5244
5.0793,2.5244
5.0799,2.5244
5.0804,2.5195
5.0809,2.5244
5.0815,2.5244
5.0820,2.5244
5.0826,2.5195
5.0831,2.5195
5.0837,2.5244
5.0842,2.5244
5.0847,2.5195
5.0853,2.5244
5.0858,2.5293
5.0864,2.5195
5.0869,2.5244
5.0874,2.5244
5.0880,2.5244
5.0885,2.5244
5.0891,2.5244
5.0896,2.5195
5.0902,2.5195
5.0907,2.5195
5.0912,2.5195
5.0918,2.5244
5.0923,2.5244
5.0929,2.5244
5.0934,2.5244
5.0940,2.5244
5.0945,2.5146
5.0950,2.5195
5.0956,2.5195
5.0962,2.5244
5.0967,2.5244
5.0972,2.5244
5.0978,2.5146
5.0983,2.5244
5.0989,2.5244
5.0994,2.5146
5.1000,2.5293
5.1005,2.5244
5.1010,2.5244
5.1016,2.5244
5.1021,2.5244
5.1027,2.5244
5.1032,2.5244
5.1038,2.5146
5.1043,2.5244
5.1049,2.5244
5.1054,2.5244
5.1059,2.5195
5.1065,2.5244
5.1070,2.5146
5.1076,2.5244
5.1081,2.5195
5.1087,2.5244
5.1092,2.5195
5.1097,2.5244
5.1103,2.5195
5.1108,2.5195
5.1114,2.5244
5.1119,2.5244
5.1125,2.5195
5.1130,2.5195
5.1136,2.5195
5.1141,2.5195
5.1146,2.5244
5.1152,2.5146
5.1157,2.5244
5.1163,2.5244
5.1168,2.5195
5.1174,2.5244
5.1179,2.5293
5.1184,2.5244
5.1190,2.5195
5.1195,2.5244
5.1201,2.5146
5.1206,2.5244
5.1212,2.5195
5.1217,2.5244
5.1222,2.5244
5.1228,2.5195
5.1233,2.5244
5.1239,2.5244
5.1244,2.5244
5.1250,2.5244
5.1255,2.5244
5.1261,2.5244
5.1266,2.5244
5.1271,2.5244
5.1277,2.5244
5.1283,2.5244
5.1288,2.5244
5.1294,2.5244
5.1299,2.5244
5.1305,2.5195
5.1310,2.5195
5.1315,2.5244
5.1321,2.5244
5.1326,2.5244
5.1332,2.5244
5.1337,2.5195
5.1343,2.5195
5.1348,2.5244
5.1354,2.5244
5.1359,2.5244
5.1364,2.5244
5.1370,2.5244
5.1375,2.5244
5.1381,2.5293
5.1386,2.5293
5.1392,2.5244
5.1397,2.5244
5.1402,2.5244
5.1408,2.5146
5.1413,2.5244
5.1419,2.5244
5.1424,2.5195
5.1430,2.5244
5.1435,2.5244
5.1440,2.5195
5.1446,2.5244
5.1451,2.5244
5.1457,2.5244
5.1462,2.5244
5.1467,2.5244
5.1473,2.5195
5.1478,2.5244
5.1484,2.5244
5.1489,2.5244
5.1496,2.5244
5.1501,2.5244
5.1507,2.5244
5.1512,2.5244
5.1517,2.5195
5.1523,2.5293
5.1528,2.5244
5.1533,2.5195
5.1539,2.5195
5.1544,2.5244
5.1549,2.5244
5.1555,2.5244
5.1560,2.5293
5.1565,2.5244
5.1571,2.5293
5.1576,2.5244
5.1581,2.5195
5.1587,2.5195
5.1592,2.5293
5.1597,2.5244
5.1603,2.5244
5.1608,2.5244
5.1613,2.5195
5.1619,2.5244
5.1624,2.5293
5.1629,2.5146
5.1635,2.5244
5.1640,2.5293
5.1646,2.5244
5.1651,2.5195
5.1656,2.5195
5.1662,2.5195
5.1667,2.5244
5.1672,2.5098
5.1678,2.5244
5.1683,2.5195
5.1688,2.5293
5.1694,2.5244
5.1699,2.5244
5.1704,2.5195
5.1710,2.5244
5.1715,2.5195
5.1720,2.5293
5.1726,2.5244
5.1731,2.5244
5.1736,2.5195
5.1742,2.5293
5.1747,2.5244
5.1752,2.5293
5.1758,2.5244
5.1763,2.5244
5.1768,2.5293
5.1774,2.5293
5.1779,2.5244
5.1784,2.5244
5.1790,2.5244
5.1795,2.5293
5.1800,2.5244
5.1806,2.5244
5.1811,2.5244
5.1816,2.5244
5.1822,2.5195
5.1827,2.5244
5.1832,2.5293
5.1838,2.5195
5.1843,2.5293
5.1848,2.5293
5.1854,2.5195
5.1859,2.5195
5.1864,2.5293
5.1870,2.5244
5.1875,2.5293
5.1880,2.5244
5.1886,2.5244
5.1891,2.5244
5.1896,2.5244
5.1902,2.5244
5.1907,2.5195
5.1912,2.5293
5.1918,2.5293
5.1923,2.5293
5.1928,2.5244
5.1934,2.5244
5.1939,2.5293
5.1945,2.5293
5.1950,2.5244
5.1955,2.5195
5.1961,2.5244
5.1966,2.5244
5.1971,2.5244
5.1977,2.5146
5.1982,2.5244
5.1987,2.5293
5.1993,2.5244
5.1998,2.5293
5.2003,2.5293
5.2009,2.5146
5.2014,2.5244
5.2019,2.5293
5.2025,2.5244
5.2030,2.5293
5.2035,2.5293
5.2041,2.5195
5.2046,2.5195
5.2051,2.5195
5.2057,2.5195
5.2062,2.5293
5.2067,2.5244
5.2073,2.5293
5.2078,2.5293
5.2084,2.5244
5.2089,2.5195
5.2094,2.5293
5.2100,2.5244
5.2105,2.5244
5.2110,2.5244
5.2116,2.5244
5.2121,2.5195
5.2126,2.5244
5.2132,2.5244
5.2137,2.5244
5.2142,2.5195
5.2148,2.5195
5.2153,2.5195
5.2158,2.5244
5.2164,2.5244
5.2169,2.5195
5.2174,2.5244
5.2180,2.5293
5.2185,2.5195
5.2190,2.5146
5.2196,2.5293
5.2201,2.5293
5.2206,2.5293
5.2212,2.5244
5.2217,2.5293
5.2222,2.5293
5.2228,2.5244
5.2233,2.5195
5.2238,2.5293
5.2244,2.5293
5.2249,2.5293
5.2254,2.5293
5.2260,2.5244
5.2265,2.5244
5.2270,2.5244
5.2276,2.5195
5.2281,2.5293
5.2286,2.5293
5.2292,2.5244
5.2297,2.5244
5.2302,2.5195
5.2308,2.5293
5.2313,2.5195
5.2318,2.5244
5.2324,2.5195
5.2329,2.5244
5.2334,2.5195
5.2340,2.5244
5.2345,2.5195
5.2350,2.5244
5.2356,2.5244
5.2361,2.5244
5.2366,2.5244
5.2372,2.5146
5.2377,2.5146
5.2382,2.5244
5.2388,2.5244
5.2393,2.5244
5.2398,2.5146
5.2404,2.5293
5.2409,2.5244
5.2414,2.5244
5.2420,2.5195
5.2425,2.5244
5.2430,2.5244
5.2436,2.5293
5.2441,2.5244
5.2447,2.5244
5.2452,2.5195
5.2457,2.5244
5.2463,2.5195
5.2468,2.5195
5.2473,2.5293
5.2479,2.5244
5.2484,2.5244
5.2489,2.5244
5.2496,2.5146
5.2501,2.5195
5.2506,2.5244
5.2512,2.5146
5.2517,2.5244
5.2522,2.5293
5.2528,2.5195
5.2533,2.5244
5.2538,2.5244
5.2544,2.5293
5.2549,2.5293
5.2555,2.5293
5.2560,2.5195
5.2565,2.5244
5.2571,2.5195
5.2576,2.5146
5.2581,2.5293
5.2587,2.5244
5.2592,2.5244
5.2598,2.5244
5.2603,2.5146
5.2608,2.5146
5.2614,2.5244
5.2619,2.5293
5.2624,2.5195
5.2630,2.5293
5.2635,2.5244
5.2641,2.5244
5.2646,2.5146
5.2651,2.5195
5.2657,2.5195
5.2662,2.5244
5.2667,2.5244
5.2673,2.5244
5.2678,2.5195
5.2684,2.5293
5.2689,2.5244
5.2694,2.5195
5.2700,2.5244
5.2705,2.5244
5.2711,2.5244
5.2716,2.5195
5.2721,2.5293
5.2727,2.5244
5.2732,2.5244
5.2738,2.5244
5.2743,2.5244
5.2748,2.5244
5.2754,2.5146
5.2759,2.5293
5.2764,2.5244
5.2770,2.5244
5.2775,2.5244
5.2781,2.5146
5.2786,2.5244
5.2791,2.5244
5.2797,2.5293
5.2802,2.5244
5.2808,2.5146
5.2813,2.5244
5.2818,2.5244
5.2824,2.5244
5.2829,2.5195
5.2834,2.5244
5.2840,2.5195
5.2845,2.5244
5.2851,2.5195
5.2856,2.5244
5.2861,2.5244
5.2867,2.5146
5.2872,2.5195
5.2877,2.5195
5.2883,2.5244
5.2888,2.5244
5.2894,2.5195
5.2899,2.5244
5.2904,2.5244
5.2910,2.5244
5.2915,2.5293
5.2920,2.5195
5.2926,2.5195
5.2931,2.5293
5.2937,2.5244
5.2942,2.5244
5.2948,2.5244
5.2953,2.5195
5.2958,2.5244
5.2964,2.5293
5.2969,2.5244
5.2975,2.5146
5.2980,2.5195
5.2985,2.5195
5.2991,2.5293
5.2996,2.5244
5.3001,2.5244
5.3007,2.5195
5.3012,2.5244
5.3018,2.5244
5.3023,2.5195
5.3028,2.5244
5.3034,2.5244
5.3039,2.5244
5.3044,2.5244
5.3050,2.5244
5.3055,2.5244
5.3061,2.5293
5.3066,2.5244
5.3071,2.5195
5.3077,2.5146
5.3082,2.5244
5.3087,2.5244
5.3093,2.5244
5.3098,2.5195
5.3104,2.5244
5.3109,2.5146
5.3114,2.5244
5.3120,2.5244
5.3125,2.5195
5.3130,2.5195
5.3136,2.5293
5.3141,2.5195
5.3147,2.5195
5.3152,2.5244
5.3157,2.5293
5.3163,2.5244
5.3168,2.5244
5.3173,2.5244
5.3179,2.5244
5.3184,2.5293
5.3190,2.5244
5.3195,2.5195
5.3200,2.5244
5.3206,2.5293
5.3211,2.5244
5.3217,2.5244
5.3222,2.5244
5.3227,2.5195
5.3233,2.5244
5.3238,2.5244
5.3243,2.5195
5.3249,2.5244
5.3254,2.5244
5.3260,2.5244
5.3265,2.5244
5.3270,2.5244
5.3276,2.5244
5.3281,2.5244
5.3286,2.5244
5.3292,2.5244
5.3297,2.5293
5.3303,2.5195
5.3308,2.5244
5.3313,2.5244
5.3319,2.5293
5.3324,2.5293
5.3329,2.5293
5.3335,2.5244
5.3340,2.5195
5.3346,2.5146
5.3351,2.5195
5.3356,2.5293
5.3362,2.5244
5.3367,2.5244
5.3372,2.5244
5.3378,2.5146
5.3383,2.5244
5.3389,2.5244
5.3394,2.5195
5.3399,2.5244
5.3405,2.5293
5.3410,2.5195
5.3416,2.5293
5.3421,2.5244
5.3426,2.5244
5.3432,2.5244
5.3437,2.5293
5.3443,2.5195
5.3448,2.5244
5.3453,2.5244
5.3459,2.5195
5.3464,2.5244
5.3469,2.5244
5.3475,2.5244
5.3480,2.5293
5.3486,2.5195
5.3491,2.5195
5.3496,2.5244
5.3503,2.5195
5.3508,2.5244
5.3513,2.5195
5.3519,2.5195
5.3524,2.5244
5.3530,2.5195
5.3535,2.5195
5.3540,2.5244
5.3546,2.5244
5.3551,2.5244
5.3556,2.5146
5.3562,2.5244
5.3567,2.5195
5.3572,2.5244
5.3578,2.5195
5.3583,2.5244
5.3588,2.5244
5.3594,2.5195
5.3599,2.5244
5.3604,2.5244
5.3610,2.5244
5.3615,2.5244
5.3620,2.5195
5.3626,2.5195
5.3631,2.5293
5.3636,2.5195
5.3642,2.5195
5.3647,2.5146
5.3652,2.5293
5.3658,2.5195
5.3663,2.5293
5.3668,2.5146
5.3674,2.5293
5.3679,2.5293
5.3684,2.5195
5.3690,2.5195
5.3695,2.5244
5.3700,2.5244
5.3706,2.5244
5.3711,2.5244
5.3716,2.5244
5.3722,2.5244
5.3727,2.5195
5.3732,2.5244
5.3738,2.5244
5.3743,2.5244
5.3749,2.5244
5.3754,2.5244
5.3759,2.5244
5.3765,2.5244
5.3770,2.5244
5.3775,2.5244
5.3781,2.5244
5.3786,2.5146
5.3791,2.5195
5.3797,2.5146
5.3802,2.5244
5.3807,2.5244
5.3813,2.5244
5.3818,2.5244
5.3823,2.5244
5.3829,2.5244
5.3834,2.5195
5.3839,2.5244
5.3845,2.5244
5.3850,2.5244
5.3855,2.5244
5.3861,2.5244
5.3866,2.5244
5.3871,2.5195
5.3877,2.5195
5.3882,2.5195
5.3887,2.5244
5.3893,2.5195
5.3898,2.5244
5.3904,2.5244
5.3909,2.5244
5.3914,2.5146
5.3920,2.5195
5.3925,2.5146
5.3930,2.5244
5.3936,2.5146
5.3941,2.5244
5.3946,2.5244
5.3952,2.5244
5.3957,2.5244
5.3962,2.5195
5.3968,2.5244
5.3973,2.5244
5.3978,2.5244
5.3984,2.5244
5.3989,2.5244
5.3994,2.5146
5.4000,2.5244
5.4005,2.5195
5.4010,2.5146
5.4016,2.5244
5.4021,2.5244
5.4026,2.5146
5.4032,2.5195
5.4037,2.5244
5.4042,2.5244
5.4048,2.5244
5.4053,2.5195
5.4058,2.5244
5.4064,2.5195
5.4069,2.5195
5.4075,2.5244
5.4080,2.5195
5.4085,2.5195
5.4091,2.5195
5.4096,2.5195
5.4101,2.5146
5.4107,2.5244
5.4112,2.5244
5.4117,2.5244
5.4123,2.5293
5.4128,2.5195
5.4133,2.5293
5.4139,2.5195
5.4144,2.5244
5.4149,2.5244
5.4155,2.5146
5.4160,2.5244
5.4165,2.5293
5.4171,2.5195
5.4176,2.5146
5.4181,2.5244
5.4188,2.5244
5.4218,2.5244
5.4224,2.5244
5.4230,2.5244
5.4236,2.5244
5.4241,2.5195
5.4247,2.5293
5.4252,2.5244
5.4258,2.5244
5.4264,2.5146
5.4269,2.5195
5.4274,2.5244
5.4280,2.5146
5.4285,2.5195
5.4290,2.5244
5.4296,2.5244
5.4301,2.5244
5.4307,2.5244
5.4312,2.5195
5.4317,2.5244
5.4323,2.5146
5.4328,2.5195
5.4334,2.5244
5.4349,2.5195
5.4355,2.5244
5.4361,2.5244
5.4366,2.5244
5.4379,2.5244
5.4385,2.5146
5.4391,2.5244
5.4396,2.5244
5.4402,2.5195
5.4407,2.5244
5.4412,2.5195
5.4418,2.5195
5.4423,2.5146
5.4429,2.5146
5.4434,2.5244
5.4439,2.5146
5.4445,2.5244
5.4450,2.5195
5.4455,2.5146
5.4461,2.5244
5.4466,2.5195
5.4472,2.5195
5.4477,2.5195
5.4482,2.5244
5.4488,2.5195
5.4493,2.5195
5.4498,2.5244
5.4505,2.5244
5.4510,2.5244
5.4515,2.5244
5.4521,2.5146
5.4526,2.5195
5.4532,2.5244
5.4537,2.5244
5.4542,2.5293
5.4548,2.5146
5.4554,2.5195
5.4559,2.5244
5.4565,2.5146
5.4570,2.5244
5.4576,2.5244
5.4581,2.5244
5.4586,2.5098
5.4592,2.5195
5.4597,2.5146
5.4603,2.5244
5.4608,2.5146
5.4613,2.5244
5.4619,2.5244
5.4624,2.5195
5.4629,2.5195
5.4635,2.5244
5.4640,2.5244
5.4646,2.5244
5.4651,2.5244
5.4657,2.5244
5.4662,2.5244
5.4667,2.5244
5.4673,2.5244
5.4678,2.5244
5.4684,2.5146
5.4689,2.5244
5.4694,2.5244
5.4700,2.5146
5.4705,2.5244
5.4711,2.5244
5.4716,2.5244
5.4721,2.5244
5.4727,2.5244
5.4732,2.5244
5.4738,2.5244
5.4743,2.5244
5.4748,2.5244
5.4754,2.5244
5.4759,2.5244
5.4764,2.5293
5.4770,2.5244
5.4775,2.5195
5.4781,2.5195
5.4786,2.5244
5.4791,2.5195
5.4797,2.5244
5.4802,2.5244
5.4808,2.5244
5.4813,2.5244
5.4819,2.5244
5.4824,2.5244
5.4829,2.5244
5.4835,2.5244
5.4840,2.5244
5.4846,2.5146
5.4851,2.5244
5.4856,2.5195
5.4862,2.5195
5.4867,2.5195
5.4873,2.5195
5.4878,2.5244
5.4883,2.5195
5.4889,2.5195
5.4894,2.5146
5.4900,2.5244
5.4905,2.5195
5.4911,2.5244
5.4916,2.5244
5.4921,2.5244
5.4927,2.5195
5.4932,2.5244
5.4937,2.5146
5.4943,2.5244
5.4948,2.5244
5.4954,2.5195
5.4959,2.5293
5.4964,2.5244
5.4970,2.5244
5.4975,2.5098
5.4980,2.5195
5.4986,2.5244
5.4991,2.5146
5.4997,2.5244
5.5002,2.5195
5.5007,2.5146
5.5013,2.5244
5.5018,2.5195
5.5024,2.5195
5.5029,2.5195
5.5034,2.5293
5.5040,2.5195
5.5045,2.5244
5.5050,2.5244
5.5056,2.5244
5.5061,2.5244
5.5067,2.5195
5.5072,2.5244
5.5078,2.5244
5.5083,2.5244
5.5088,2.5195
5.5094,2.5146
5.5099,2.5244
5.5104,2.5146
5.5110,2.5244
5.5115,2.5244
5.5121,2.5195
5.5127,2.5195
5.5132,2.5244
5.5138,2.5244
5.5143,2.5098
5.5149,2.5146
5.5154,2.5146
5.5160,2.5195
5.5165,2.5244
5.5171,2.5244
5.5176,2.5244
5.5182,2.5244
5.5187,2.5244
5.5193,2.5195
5.5198,2.5244
5.5203,2.5244
5.5209,2.5244
5.5214,2.5195
5.5220,2.5244
5.5225,2.5244
5.5230,2.5244
5.5236,2.5244
5.5241,2.5195
5.5247,2.5244
5.5252,2.5244
5.5258,2.5146
5.5264,2.5244
5.5269,2.5195
5.5275,2.5146
5.5284,2.5195
5.5289,2.5195
5.5295,2.5244
5.5300,2.5195
5.5306,2.5244
5.5311,2.5195
5.5317,2.5098
5.5322,2.5244
5.5328,2.5195
5.5333,2.5244
5.5339,2.5244
5.5344,2.5244
5.5350,2.5244
5.5355,2.5195
5.5361,2.5244
5.5366,2.5293
5.5372,2.5244
5.5377,2.5195
5.5382,2.5195
5.5388,2.5244
5.5393,2.5244
5.5399,2.5244
5.5404,2.5195
5.5410,2.5244
5.5415,2.5146
5.5421,2.5244
5.5426,2.5244
5.5434,2.5244
5.5440,2.5146
5.5446,2.5244
5.5452,2.5195
5.5458,2.5146
5.5463,2.5195
5.5469,2.5146
5.5490,2.5244
5.5496,2.5244
5.5501,2.5195
5.5506,2.5244
5.5513,2.5146
5.5519,2.5244
5.5524,2.5146
5.5530,2.5244
5.5535,2.5244
5.5541,2.5244
5.5546,2.5244
5.5552,2.5244
5.5558,2.5244
5.5563,2.5244
5.5569,2.5244
5.5575,2.5244
5.5580,2.5146
5.5586,2.5293
5.5591,2.5293
5.5597,2.5195
5.5602,2.5244
